J2000 E2000,,,,,,,,Multiplicity,,,,,,,,,,Names,,,,,,,,,,,,,,Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motions,,,,,,,,,Galactic Kinematics,,,,,,,,,,,,,GALEX photometry,,,,,SDSS photometry,,,,,,,,,,,,,,,,,,,,,TYCHO photometry,,,,Johnson-Kron-Cousins photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,,,,,,,,,,WISE photometry,,,,,,,,,,,,,,,,,,,X-ray photometry,,,,,,,Photometry Derived Parameters,,,,,,,,,,,,,,,Spectroscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derived spectroscopic,,,,,,,,,,,,,,,Membership,,,,,,,,,,,,,,,,,,,,,,,,,,rawRV,,,,,,,,,,,,,,,,rawParallax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes,
Rah,Ram,Ras,DECf,DECd,DECm,DECs,Lithium,# stars,sepfrom,separation,position angle,date,period,separation ref,delta mag,filter,deltaMag ref,Name,TYCHO-2,GJ,HD,HR,CD,1RXS,UCAC4,PPMXL,2MASS ID,SDSS ID,WISE ID,YPC,HIP,Raraw,eRAraw,DECraw,eDECraw,EPOCH,position ref,RA,eRA,DEC,eDEC,pi,epi,pi ref,rv,erv,rv ref,radius-based dist.,radius-based dist. Ref,Cluster Parallax,Cluster Parallax ref.,dist,edist,dist method,distance ref,rv_pred,erv_pred,rv_pred method,rv_pred ref,pmRA,epmRA,pmDEC,epmDEC,pm ref,pm,epm,pa,epa,U,eU,V,eV,W,eW,X,eX,Y,eY,Z,eZ,kinematic ref,FUV,eFUV,NUV,eNUV,GALEX joint,u',eu',u' flag,u' ref,g',eg',g' flag,g' ref,r',er',r' flag,r' ref,i',ei',i' flag,i' ref,z',ez',z' flag,z' ref,SDSS joint,Bt,eBt,Vt,eVt,Uj,eUj,Uj flag,Uj ref,Bj,eBj,Bj flag,Bj ref,Vj,eVj,Vj flag,Vj ref,Rkc,eRkc,Rkc flag,Rkc ref,Ikc,eIkc,Ikc flag,Ikc ref,optical joint?,Zuk,eZuk,Zuk flag,Zuk ref,Yuk,eYuk,Yuk flag,Yuk ref,J,eJ,J flag,J ref,H,eH,H flag,H ref,K,eK,K flag,K ref,NIR joint?,W1,eW1,W1 flag,W1 ref,W2,eW2,W2 flag,W2 ref,W3,eW3,W3 flag,W3 ref,W4,eW4,W4 flag,W4 ref,WISE joint?,variability,variability filter,X-ray,X joint?,eX-ray,hr1,ehr1,hr2,ehr2,MV,B-V,V-K,V-I,J-K,EB-V,EB-V ref,Mbol,eMbol,Mbol ref,Lx,eLx,Lx/Lbol,Lx/Lbol flag,LUV/Lbol,SpType,SpType ref,SpType joint,Teff,eTeff,Teff ref,Teff 2,eTeff 2,Teff 2 Ref,Teff 3,eTeff 3,Teff 3 ref,Teff 4,eTeff 4,Teff 4 ref,vsini,evsini,vsini flag,vsini ref,vsini2,evsini2,vsini flag 2,vsini2 ref,vsini3,evsini3,vsini flag 3,vsini3 ref,CaH Index,eCaH Index,CaH ref,CaH-Narrow Index,eCaH-Narrow,CaH-Narrow ref,H-alpha EW,eH-alpha EW,H-alpha ref,H-alpha EW 2,eH-alpha EW2,H-alpha 2 ref,H-alpha EW 3,eH-alpha EW 3,H-alpha 3 ref,Li6708 EW,eLi6708 EW,Li6708 EW flag,Li6708 ref,Li6708 EW2,eLi6708 EW2,Li6708 EW flag2,Li6708 ref2,Li6708 EW3,eLi6708 EW 3,Li6708 flag3,Li6708 ref3,Li Abundance,Li Abundance REF,K7699 EW,eK7699 EW,K7699 ref,Na8200 EW,eNa8200 EW,Na8200 Index,eNa8200 Index,Na8200 ref,Fe/H,eFe/H,Fe/H ref,Ba/H,eBa/H,Ba/Fe ref,RHK,eRHK,RHK ref,log g,elog g,log g ref,log g 2,elog g 2,log g 2 ref,GROUP,GROUP quality,GROUP1,%Cert 1,GROUP1 ref,GROUP2,%Cert 2,GROUP2 ref,GROUP3,%Cert 3,GROUP3 ref,GROUP4,%Cert 4,GROUP4 ref,GROUP5,%Cert 5,GROUP5 ref,GROUP6,%Cert 6,GROUP6 ref,GROUP7,%Cert 7,GROUP7 ref,GROUP8,%Cert 8,GROUP8 ref,RV1,eRV1,RV1 ref,RV1 flag,RV2,eRV2,RV2 ref,RV2 flag,RV3,eRV3,RV3 ref,RV3 flag,RV4,eRV4,RV4 ref,RV4 flag,pi1,epi1,pi1ref,pi1flag,pi2,epi2,pi2ref,pi2flag,pi3,epi3,pi3ref,pi3flag,pi4,epi4,pi4ref,pi4flag,pi5,epi5,pi5ref,pi5flag,pi6,epi6,pi6ref,pi6flag,pi7,epi7,pi7ref,pi7flag,pi8,epi8,pi8ref,pi8flag,Notes,Notes2
12,24,29.151,+,25,33,31.30,,0,A-C,91.6,160,2009,,WDS,4.68,?,WDS,BD+26 2345,1989-03211-1,,,,,,578-049433,4372780233347368934,12242914+2533313,,J122429.15+253331.1,,60525,186.1214612,20.00,25.5586934,16.00,2451544.5000,UCAC4,186.1214612,20.00,+25.5586934,16.00,11.06,0.59,vv,-1.10,1.80,K,,,,,,,,,,,,,-8.29,0.69,-9.92,0.41,vanLeeuwen2007,12.93,0.80,219.89,7.02,,,,,,,,,,,,,,,,,,,,,,,11.783,0.010,-,UCAC4,11.206,0.010,-,UCAC4,10.938,0.010,-,UCAC4,,,,,,,,,,,,,,12.214,0.010,-,UCAC4,11.418,0.01,-,UCAC4,,,,,,,,,,,,,,,,,,9.966,0.030,A,2MASS,9.594,0.034,A,2MASS,9.417,0.025,A,2MASS,,9.381,0.022,A,ALLWISE,9.409,0.020,A,ALLWISE,9.379,0.036,A,ALLWISE,8.422,,U,ALLWISE,,,,,,,,,,,6.636,0.796,2.001,-----,0.549,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,(good),Coma Ber,Core,Casewell2006,,,,,,,,,,,,,,,,,,,,,,-1.10,1.80,Kharchenko2007,P,,,,,,,,,,,,,11.08,0.59,vanLeeuwen2007,P,-23.3,23.5,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,24,31.150,+,25,05,18.20,,,,,,,,,,,,J12243115+2505182,,,,,,,,'4372738328168774723,12243115+2505182,J122431.14+250518.2,J122431.12+250518.1,,,186.1297950,66.00,25.0884140,66.00,2451544.5000,PPMXL,186.1297950,66.00,+25.0884140,66.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-23.60,4.90,-19.40,4.90,PPMXL,30.55,6.93,230.58,25.45,,,,,,,,,,,,,,,,,,,24.1879997253,0.8659999967,3,SDSS9,21.435,0.042,3,SDSS9,19.723,0.017,3,SDSS9,17.603,0.007,3,SDSS9,16.4500007629,0.0089999996,3,SDSS9,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.804,0.048,A,2MASS,14.193,0.045,A,2MASS,13.943,0.052,A,2MASS,,13.681,0.024,A,ALLWISE,13.480,0.032,A,ALLWISE,12.446,0.478,C,ALLWISE,8.989,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,0.861,,,16.77,0.01,Kraus2007,,,,,,M5.3,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,84.4,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,24,43.540,+,30,17,50.20,,,,,,,,,,,,J12244354+3017502,,,,,,,602-049113,'4471429829386753646,12244354+3017502,J122443.55+301750.2,J122443.54+301750.1,,,186.1814868,28.00,30.2972987,28.00,2451544.5000,UCAC4,186.1814868,28.00,+30.2972987,28.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-11.50,3.50,-9.40,3.20,UCAC4,14.85,4.74,230.74,35.13,,,,,,,,,,,,,,,,,,,18.1989994049,0.0140000004,3,SDSS9,15.654,0.003,3,SDSS9,14.238,0.003,3,SDSS9,15.943,0.013,3,SDSS9,12.6920003891,0.003,3,SDSS9,,  ,,,,,,,,16.347,0.040,q,UCAC4,14.889,0.01,q,UCAC4,,,,,,,,,,,,,,,,,,11.423,0.020,5,UCAC4,10.801,0.030,5,UCAC4,10.601,0.020,5,UCAC4,,10.475,0.023,A,ALLWISE,10.384,0.020,A,ALLWISE,10.236,0.077,A,ALLWISE,8.889,--,U,ALLWISE,,,,,,,,,,,-----,1.458,4.288,-----,0.822,,,13.11,0.01,Kraus2007,,,,,,M1.4,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,87.5,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,24,52.226,-,12,38,35.24,,*,,,,,,,,,,2MUCD 11068,,,,,,,,'3928745788042444847,12245222-1238352, ,J122451.96-123837.6,,,186.2174610,72.00,-12.6432250,72.00,2451544.5000,PPMXL,186.2174610,72.00,-12.6432250,72.00,-----,-----,,-2.87,0.59,F,,,,,,,,,,,,,-307.70,5.60,-190.90,5.60,PPMXL,362.11,7.92,238.18,2.44,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,12.571,0.024,A,2MASS,11.822,0.026,A,2MASS,11.353,0.025,A,2MASS,,11.048,0.023,A,ALLWISE,10.817,0.020,A,ALLWISE,10.417,0.086,A,ALLWISE,8.503,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,1.218,,,,,,,,,,,,Faherty2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.87,0.59,Faherty2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,24,53.590,+,23,43,04.80,,,,,,,,,,,,CJD 11,1989-00480-1,,,,,,569-049202,'4372183185394212676,12245359+2343048,J122453.57+234305.1,J122453.57+234304.9,,,186.2233220,54.00,23.7180459,63.00,2451544.5000,Hoeg2000,186.2233220,54.00,+23.7180459,63.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-3.70,1.60,-6.30,1.60,Hoeg2000,7.31,2.26,210.43,33.55,,,,,,,,,,,,,,,,,,,15.1579999924,0.0089999996,3,SDSS9,11.453,0.001,3,SDSS9,10.779,0.001,3,SDSS9,10.493,0.001,3,SDSS9,10.9589996338,0.0020000001,3,SDSS9,,12.283,0.165,11.335,0.095,,,,,11.924,0.010,q,UCAC4,11.027,0.01,q,UCAC4,10.73,,,Casewell2006,10.34,,,Casewell2006,,,,,,,,,,9.385,0.020,5,UCAC4,8.865,0.020,5,UCAC4,8.824,0.020,5,UCAC4,,8.757,0.022,A,ALLWISE,8.833,0.020,A,ALLWISE,8.744,0.028,A,ALLWISE,8.974,0.487,C,ALLWISE,,,,,,,,,,,-----,0.897,2.203,0.687,0.561,,,10.68,0.01,Kraus2007,,,,,,K2.2,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.64,Casewell2006,Coma Ber,64.5,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,02.260,+,25,33,38.30,,1,,,,,,,,,,Tr 111,1989-00466-1,,,,+26-02347,,578-049441,'4372828278849129475,12250226+2533383,J122502.24+253338.2,J122502.24+253338.2,,60582,186.2594351,0.70,25.5606823,0.58,2448349.0625,vanLeeuwen2007,186.2594046,8.78,+25.5606629,5.72,10.51,0.92,v,-0.65,1.01,KM,,,,,,,,,,,,,-11.32,1.00,-7.99,0.65,vanLeeuwen2007,13.86,1.19,234.78,9.15,,,,,,,,,,,,,,,,,,,9.6479997635,0.001,3,SDSS9,35.454,0.030,3,SDSS9,13.369,0.009,3,SDSS9,7.938,0.001,3,SDSS9,9.3210000992,0.001,3,SDSS9,,8.755,0.017,8.186,0.012,,,,,8.974,0.000,-,UCAC4,8.685,0.01,-,UCAC4,7.83,,,Casewell2006,7.55,,,Casewell2006,,,,,,,,,,7.051,0.020,5,UCAC4,6.849,0.020,5,UCAC4,6.762,0.030,5,UCAC4,,6.708,0.065,A,ALLWISE,6.727,0.020,A,ALLWISE,6.756,0.017,A,ALLWISE,6.722,0.077,A,ALLWISE,,,,,,,,,,,3.793,0.289,1.923,1.135,0.289,,,7.83,0.01,Kraus2007,,,,,,F5.3,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,Coma Ber,Core,Kraus2007,,,,,,,,,,,,,,,,,,,-22.00,10.60,Kharchenko2007,P,-0.60,0.50,Montes2001,P,,,,,,,,,10.51,0.92,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,02.620,+,26,42,38.20,,,,,,,,,,,,CJD 38,,,,,,,584-047511,'4469059624670934851,12250262+2642382,J122502.64+264238.2,J122502.62+264238.1,,,186.2609986,28.00,26.7106339,30.00,2451544.5000,UCAC4,186.2609986,28.00,+26.7106339,30.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-12.70,2.70,-7.20,2.90,UCAC4,14.60,3.96,240.45,29.68,,,,,,,,,,,,,,,,,,,18.6609992981,0.0170000009,3,SDSS9,16.088,0.003,3,SDSS9,14.646,0.004,3,SDSS9,13.545,0.003,3,SDSS9,12.9350004196,0.003,3,SDSS9,,  ,,,,,,,,16.784,0.070,q,UCAC4,15.348,0.01,q,UCAC4,14.22,,,Casewell2006,11.85,,,Casewell2006,,,,,,,,,,11.621,0.020,5,UCAC4,11.028,0.020,5,UCAC4,10.791,0.020,5,UCAC4,,10.667,0.023,A,ALLWISE,10.540,0.021,A,ALLWISE,10.622,0.087,A,ALLWISE,8.568,--,U,ALLWISE,,,,,,,,,,,-----,1.436,4.557,3.498,0.830,,,13.4,0.01,Kraus2007,,,,,,M2.4,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.8,Casewell2006,Coma Ber,98.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,10.140,+,27,39,44.80,,,,,,,,,,,,CJD 15,1991-01054-1,,,,,,589-049243,'4469233382433876951,12251014+2739448,J122510.14+273944.6,J122510.14+273944.7,,,186.2922514,74.00,27.6624338,81.00,2451544.5000,Hoeg2000,186.2922514,74.00,+27.6624338,81.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-6.00,2.70,-11.70,2.60,Hoeg2000,13.15,3.75,207.15,30.72,,,,,,,,,,,,,,,,,,,15.1339998245,0.0060000001,3,SDSS9,15.012,0.010,3,SDSS9,11.100,0.001,3,SDSS9,10.812,0.001,3,SDSS9,11.1129999161,0.0020000001,3,SDSS9,,12.992,0.289,11.557,0.118,,,,,12.386,0.010,q,UCAC4,11.429,0.01,q,UCAC4,10.69,,,Casewell2006,10.1,,,Casewell2006,,,,,,,,,,9.567,0.020,5,UCAC4,9.071,0.020,5,UCAC4,8.930,0.020,5,UCAC4,,8.881,0.022,A,ALLWISE,8.953,0.020,A,ALLWISE,8.874,0.028,A,ALLWISE,8.582,0.324,B,ALLWISE,,,,,,,,,,,-----,0.957,2.499,1.329,0.637,,,10.97,0.01,Kraus2007,,,,,,K3.2,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.79,Casewell2006,Coma Ber,52.8,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,22.490,+,23,13,44.70,,1,,,,,,,,,,BD+24 2457,1989-00341-1,,,,,,567-048252,'4370710825837013535,12252249+2313447,J122522.50+231344.5,J122522.48+231344.5,,60611,186.3437653,0.69,23.2291129,0.54,2448349.0625,vanLeeuwen2007,186.3437245,8.43,+23.2290915,4.84,9.85,0.88,v,-2.79,8.16,K,,,,,,,,,,,,,-15.44,0.96,-8.81,0.55,vanLeeuwen2007,17.78,1.11,240.29,6.15,,,,,,,,,,,,,,,,,,,9.8970003128,0.001,3,SDSS9,8.958,0.001,3,SDSS9,8.473,0.001,3,SDSS9,8.416,0.001,3,SDSS9,9.7589998245,0.001,3,SDSS9,,9.114,0.018,8.606,0.014,,,,,9.107,0.990,-,UCAC4,8.609,0.99,-,UCAC4,8.3,,,Casewell2006,8.06,,,Casewell2006,,,,,,,,,,7.644,0.020,5,UCAC4,7.480,0.030,5,UCAC4,7.392,0.020,5,UCAC4,,7.321,0.034,A,ALLWISE,7.394,0.020,A,ALLWISE,7.412,0.018,A,ALLWISE,7.217,0.112,B,ALLWISE,,,,,,,,,,,3.576,0.498,1.217,0.549,0.252,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,,,,,,,,,,,,,,,,,,,,,,-2.79,8.16,Kharchenko2007,P,,,,,,,,,,,,,9.85,0.88,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,25.050,+,23,50,52.70,,,,,,,,,,,,J12252505+2350527,,,,,,,570-049600,'4372233871912869979,12252505+2350527,J122525.05+235052.6,J122525.04+235052.6,,,186.3543962,26.00,23.8479850,19.00,2451544.5000,UCAC4,186.3543962,26.00,+23.8479850,19.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-12.90,2.40,-7.60,2.90,UCAC4,14.97,3.76,239.50,27.92,,,,,,,,,,,,,,,,,,,16.811000824,0.0089999996,3,SDSS9,15.507,0.007,3,SDSS9,13.013,0.001,3,SDSS9,12.388,0.001,3,SDSS9,13.001999855,0.0060000001,3,SDSS9,,  ,,,,,,,,14.899,0.030,q,UCAC4,13.436,0.01,q,UCAC4,,,,,,,,,,,,,,,,,,10.715,0.020,5,UCAC4,10.072,0.020,5,UCAC4,9.873,0.020,5,UCAC4,,9.791,0.023,A,ALLWISE,9.799,0.020,A,ALLWISE,9.653,0.045,A,ALLWISE,8.523,--,U,ALLWISE,,,,,,,,,,,-----,1.463,3.563,-----,0.842,,,12.52,0.01,Kraus2007,,,,,,M3.2,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,96.6,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,51.950,+,26,46,35.90,,1,,,,,,,,,,Tr 118,1991-01101-1,,,,+27-02129,,584-047534,'4469088158051183375,12255195+2646359,J122551.93+264635.8,J122551.93+264635.9,,60649,186.4665032,0.64,26.7766914,0.53,2448349.0625,vanLeeuwen2007,186.4664702,7.90,+26.7766686,5.01,11.77,0.75,v,-0.90,1.17,K,,,,,,,,,,,,,-12.13,0.90,-9.38,0.57,vanLeeuwen2007,15.33,1.07,232.29,7.48,,,,,,,,,,,,,,,,,,,14.6870002747,0.0179999992,3,SDSS9,8.876,0.001,3,SDSS9,8.367,0.001,3,SDSS9,8.225,0.001,3,SDSS9,8.7399997711,0.001,3,SDSS9,,8.865,0.018,8.379,0.013,,,,,9.229,0.010,q,UCAC4,8.824,0.01,q,UCAC4,8.09,,,Casewell2006,7.86,,,Casewell2006,,,,,,,,,,7.411,0.020,5,UCAC4,7.303,0.060,5,UCAC4,7.205,0.030,5,UCAC4,,7.066,0.039,A,ALLWISE,7.189,0.021,A,ALLWISE,7.219,0.016,A,ALLWISE,7.116,0.097,A,ALLWISE,,,,,,,,,,,4.178,0.405,1.619,0.964,0.206,,,8.02,0.02,Kraus2007,,,,,,F2.5,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,Good,Coma Ber,Core,Casewell2006,Coma Ber,Core,Kraus2007,,,,,,,,,,,,,,,,,,,-0.90,1.17,Kharchenko2007,P,,,,,,,,,,,,,11.77,0.75,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,54.210,+,26,51,38.70,,,,,,,,,,,,J12255421+2651387,,,,,,,585-047825,'4469088894529055846,12255421+2651387,J122554.22+265138.6,J122554.21+265138.6,,,186.4759342,43.00,26.8607731,62.00,2451544.5000,UCAC4,186.4759342,43.00,+26.8607731,62.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-12.10,2.70,-1.50,3.10,UCAC4,12.19,4.11,262.93,32.25,,,,,,,,,,,,,,,,,,,19.1009998322,0.0219999999,3,SDSS9,16.579,0.004,3,SDSS9,15.130,0.004,3,SDSS9,13.931,0.004,3,SDSS9,13.3369998932,0.003,3,SDSS9,,  ,,,,,,,,17.601,0.130,q,UCAC4,15.906,0.01,q,UCAC4,,,,,,,,,,,,,,,,,,11.984,0.020,5,UCAC4,11.389,0.030,5,UCAC4,11.143,0.020,5,UCAC4,,11.000,0.022,A,ALLWISE,10.875,0.020,A,ALLWISE,10.681,0.100,A,ALLWISE,8.852,--,U,ALLWISE,,,,,,,,,,,-----,1.695,4.763,-----,0.841,,,13.77,0.01,Kraus2007,,,,,,M2.7,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,97.3,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,55.760,+,29,07,38.30,,,,,,,,,,,,J122555.76+290738.3,,,,,,,596-050212,'4469802891884895504,12255576+2907381,J122555.75+290738.0,J122555.74+290737.8,,,186.4823356,35.00,29.1272737,24.00,2451544.5000,UCAC4,186.4823356,35.00,+29.1272737,24.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-0.20,5.70,-25.90,3.70,UCAC4,25.90,6.80,180.44,25.41,,,,,,,,,,,,,,,,,,,18.2399997711,0.0130000003,3,SDSS9,15.404,0.003,3,SDSS9,13.998,0.003,3,SDSS9,13.833,0.009,3,SDSS9,12.8269996643,0.003,3,SDSS9,,  ,,,,,,,,16.072,0.040,q,UCAC4,14.714,0.01,q,UCAC4,13.81,,,Casewell2006,11.78,,,Casewell2006,,,,,,,,,,11.561,0.030,5,UCAC4,10.947,0.030,5,UCAC4,10.747,0.020,5,UCAC4,,10.638,0.023,A,ALLWISE,10.598,0.020,A,ALLWISE,10.482,0.075,A,ALLWISE,9.224,--,U,ALLWISE,,,,,,,,,,,-----,1.358,3.967,2.934,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.8,Casewell2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,25,58.580,+,08,03,44.03,,,,,,,,,,,,GJ 466,0874-00751-1,466,,,,,491-057774,'4334086523449293385,12255857+0803441,J122558.56+080343.9,J122558.50+080342.7,,60661,186.4943841,2.06,8.0624989,1.49,2448349.0625,vanLeeuwen2007,186.4940659,22.58,+08.0622300,15.90,26.74,2.27,v,9.96,0.29,LKM,,,,,39.9,,,Lopez-Santiago2006,,,,,-129.63,2.57,-110.67,1.81,vanLeeuwen2007,170.45,3.14,229.51,2.05,-9.800,,-32.300,,0.100,,,,,,,,Lopez-Santiago2006,,,,,,14.7829999924,0.0070000002,1,SDSS9,11.262,0.001,1,SDSS9,9.861,0.001,1,SDSS9,9.387,0.001,1,SDSS9,12.3140001297,0.0089999996,1,SDSS9,,11.796,0.086,10.419,0.045,,,,,11.609,0.040,-,UCAC4,10.371,0.010,-,UCAC4,,,,,,,,,,,,,,,,,,7.973,0.020,5,UCAC4,7.309,0.050,5,UCAC4,7.180,0.020,5,UCAC4,,7.009,0.044,A,ALLWISE,7.106,0.020,A,ALLWISE,7.049,0.016,A,ALLWISE,7.140,0.119,B,ALLWISE,,,,,,,,,,,7.507,1.238,3.191,-----,0.793,,,,,,,,,,,M0    V,Lopez-Santiago2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castor,,B4,Yes,Lopez-Santiago2006,Castor,,Barrado-y-Navascues1998,,,,,,,,,,,,,,,,,,,10.00,0.10,Lopez-Santiago2006,P,-5.00,10.00,Kharchenko2007,P,-5.00,2.00,Montes2001,P,,,,,26.74,2.27,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
12,26,00.250,+,24,09,20.80,,,,,,,,,,,,CJD 30,,,,,,,,'4372271844922228488,12260025+2409208,J122600.25+240920.8,J122600.24+240920.8,,,186.5010680,63.00,24.1557900,63.00,2451544.5000,PPMXL,186.5010680,63.00,+24.1557900,63.00,-----,-----,,-----,-----,,,,,,,,,,,,,,-16.30,3.60,-5.60,3.60,PPMXL,17.24,5.09,251.04,30.18,,,,,,,,,,,,,,,,,,,17.8980007172,0.0130000003,3,SDSS9,15.455,0.004,3,SDSS9,14.068,0.008,3,SDSS9,13.153,0.002,3,SDSS9,12.3020000458,0.0040000002,3,SDSS9,,  ,,,,,,,,,,,,,,,,13.85,,,Casewell2006,12.51,,,Casewell2006,,,,,,,,,,10.979,0.021,A,2MASS,10.356,0.029,A,2MASS,10.142,0.025,A,2MASS,,10.016,0.023,A,ALLWISE,9.893,0.020,A,ALLWISE,9.762,0.053,A,ALLWISE,9.000,0.492,C,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,0.837,,,12.78,0.01,Kraus2007,,,,,,M2.9,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coma Ber,,Coma Ber,0.8,Casewell2006,Coma Ber,97,Kraus2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
